Section,Question,Answer,processed_question
Financial Markets,what is the repo market?,The repo (repurchase agreement) market is where banks borrow short-term funds from RBI or other banks by selling securities with an agreement to buy them back at a higher price.,repo market
Financial Markets,what is call money market?,"The call money market is where banks lend and borrow funds overnight to manage their daily cash requirements, at the call money rate.",call money market
Financial Markets,what is the primary market?,"The primary market is where new securities — IPOs, FPOs, and new bond issues — are sold for the first time directly by the issuer to investors.",primary market
Financial Markets,what is the secondary market?,The secondary market is where already-issued securities are traded among investors on stock exchanges. The issuing company doesn't receive money here.,secondary market
Financial Markets,what is an ipo?,An Initial Public Offering is when a company sells its shares to the public for the first time via a stock exchange to raise capital for growth.,ipo
Financial Markets,what is an fpo?,A Follow-on Public Offer is when an already-listed company issues additional shares to raise more capital from the public.,fpo
Financial Markets,what is a rights issue?,A rights issue allows existing shareholders to buy additional shares at a discounted price before they are offered to the public.,rights issue
Financial Markets,what is a private placement?,"Private placement is when a company raises funds by selling securities directly to select institutional investors or HNIs, not through a public stock exchange.",private placement
Financial Markets,what is a qualified institutional buyer (qib)?,"QIBs are large institutional investors like mutual funds, FIIs, and insurance companies that are permitted to invest in certain securities due to their financial expertise.",qualified institutional buyer qib
Financial Markets,what is book building in ipo?,Book building is the process where the IPO price is determined by collecting bids from investors within a price band. The final price is set where demand meets supply.,book building ipo
Financial Markets,what is a price band in ipo?,A price band is the minimum (floor) and maximum (cap) price within which investors can bid for shares in a book-built IPO.,price band ipo
Financial Markets,what is grey market premium in ipo?,Grey market premium (GMP) is the informal price at which IPO shares are traded before official listing. It indicates expected listing gains but is unofficial and risky.,grey market premium ipo
Financial Markets,what is asba in ipo application?,"ASBA (Application Supported by Blocked Amount) blocks the application money in your bank account. If shares aren't allotted, the block is released automatically.",asba ipo application
Financial Markets,what is sensex?,"Sensex is the BSE benchmark index tracking 30 large, well-established companies. A rise in Sensex broadly means the Indian economy is doing well.",sensex
Financial Markets,what is nifty 50?,"Nifty 50 is NSE's benchmark tracking 50 large-cap companies. It's widely used for index funds, ETFs, and as a performance benchmark for fund managers.",nifty 50
Financial Markets,what is market capitalisation?,"Market cap is the total value of a company's shares — calculated by multiplying share price by total number of shares. Large-cap: above ₹20,000 crore.",market capitalisation
Financial Markets,what is a large-cap stock?,"Large-cap stocks are the top 100 companies by market cap on Indian exchanges. They are more stable, well-established, and have more liquidity.",largecap stock
Financial Markets,what is a mid-cap stock?,Mid-cap stocks are companies ranked 101st to 250th by market cap. They offer higher growth potential than large-caps but with more volatility.,midcap stock
Financial Markets,what is a small-cap stock?,Small-cap stocks are companies below 250th rank by market cap. They can multiply in value rapidly but are high-risk and less liquid.,smallcap stock
Financial Markets,what is a blue-chip stock?,"A blue-chip stock is a share of a well-known, financially stable company with a long record of reliable performance. Examples: TCS, HDFC Bank, Infosys.",bluechip stock
Financial Markets,what is a sector fund?,"A sector fund invests in companies from a specific industry — IT, pharma, banking, FMCG. High reward but concentration risk.",sector fund
Financial Markets,what is a thematic fund?,"A thematic fund invests across sectors around a theme — like infrastructure, consumption, ESG, or digital economy. More diversified than sector funds.",thematic fund
Financial Markets,what is sebi's role?,"SEBI regulates and develops India's securities market — it makes rules for stock exchanges, protects investor interests, and prevents fraud and insider trading.",sebis role
Financial Markets,what is insider trading?,"Insider trading is when someone with access to non-public, price-sensitive information trades shares to gain an unfair advantage. It's illegal and penalized by SEBI.",insider trading
Financial Markets,what is a circuit breaker in stock market?,"A circuit breaker halts trading temporarily when the index moves up or down by 10%, 15%, or 20% in a day, preventing panic-driven extreme movements.",circuit breaker stock market
Financial Markets,what is an upper circuit?,An upper circuit is a maximum price rise limit (like 5% or 20%) for a stock in a single trading session to prevent excessive speculation.,upper circuit
Financial Markets,what is a lower circuit?,"A lower circuit is a maximum price fall limit for a stock in a session, preventing panic selling beyond a set percentage.",lower circuit
Financial Markets,what is intraday trading?,Intraday trading means buying and selling shares within the same trading day. Profit depends on short-term price movements. High risk; not for beginners.,intraday trading
Financial Markets,what is delivery trading?,Delivery trading means buying shares and holding them in your demat account for more than one day. Suitable for long-term investors.,delivery trading
Financial Markets,what is btst trade?,"BTST (Buy Today Sell Tomorrow) is when you sell shares the next day after buying, before they are officially credited to your demat account.",btst trade
Financial Markets,what is margin trading?,"Margin trading lets you buy more stocks than you can afford by borrowing funds from your broker, using your existing portfolio as collateral. High risk.",margin trading
Financial Markets,what is short selling?,"Short selling means selling a stock you don't own (borrowed from a broker), expecting its price to fall, so you can buy it back cheaper and profit.",short selling
Financial Markets,what is futures trading?,A futures contract is an agreement to buy or sell an asset at a predetermined price on a future date. Used for hedging or speculation.,futures trading
Financial Markets,what is options trading?,Options give you the right (not obligation) to buy (call) or sell (put) an asset at a set price before a specific date. Used for hedging and speculation.,options trading
Financial Markets,what is a derivative?,"A derivative is a financial contract whose value is derived from an underlying asset — like stocks, bonds, currencies, or commodities. Includes futures and options.",derivative
Financial Markets,what is nsdl?,NSDL (National Securities Depository Limited) holds your shares and securities in electronic form. It's one of India's two main depositories alongside CDSL.,nsdl
Financial Markets,what is cdsl?,"CDSL (Central Depository Services Limited) is the other depository in India, holding shares, bonds, and mutual fund units in electronic (demat) form.",cdsl
Financial Markets,what is a depository participant?,A DP is an agent of NSDL or CDSL — like a bank or broker — through whom you open your demat account. They link you to the depository.,depository participant
Financial Markets,what is a portfolio management service?,PMS is a customised investment service for HNIs (minimum ₹50 lakh) where a professional fund manager actively manages a portfolio of stocks on your behalf.,portfolio management service
Financial Markets,what is an alternative investment fund?,"AIF is a privately pooled fund investing in assets like real estate, private equity, hedge funds, and venture capital. Minimum investment is ₹1 crore.",alternative investment fund
Financial Markets,what is a real estate investment trust?,"REITs allow you to invest in income-generating real estate (like malls and offices) listed on stock exchanges, earning rental income without directly owning property.",real estate investment trust
Financial Markets,what is an infrastructure investment trust?,"InvITs are listed trusts that pool money from investors to invest in infrastructure assets (roads, power, pipelines), paying out regular income from project revenues.",infrastructure investment trust
Financial Markets,what is commodity trading?,"Commodity trading involves buying and selling physical goods like gold, silver, crude oil, and agricultural products through exchanges like MCX or NCDEX.",commodity trading
Financial Markets,what is mcx?,"MCX (Multi Commodity Exchange) is India's largest commodity derivatives exchange, where contracts for gold, silver, copper, crude oil, and other commodities are traded.",mcx
Financial Markets,what is gold etf?,A gold ETF is an exchange-traded fund where each unit represents physical gold. You can buy and sell gold ETF units like shares on the stock exchange.,gold etf
Financial Markets,what is a liquid fund?,"A liquid mutual fund invests in short-term money market instruments. It's safer than equity, offers slightly better returns than savings accounts, and is highly liquid — redemption in 24 hours.",liquid fund
Financial Markets,what is an overnight fund?,An overnight fund invests in securities maturing the next day. It's the safest mutual fund category and ideal for parking surplus cash for 1–3 days.,overnight fund
Financial Markets,what is an arbitrage fund?,"An arbitrage fund exploits price differences between cash and futures markets. It's taxed like equity but is low risk, making it efficient for short-term parking.",arbitrage fund
Financial Markets,what is dividend reinvestment plan (drip)?,"DRIP automatically reinvests dividends received from a stock or mutual fund back into more units or shares, compounding wealth without any effort.",dividend reinvestment plan drip
Financial Markets,what is a capital gain distribution?,"When a mutual fund sells securities at a profit, it distributes the gains to unit holders as capital gain distributions, which may attract tax.",capital gain distribution
Financial Markets,what is a stop-loss order?,"A stop-loss is an automatic order to sell a stock when its price falls to a set level, limiting your maximum loss on a trade.",stoploss order
Financial Markets,what is limit order?,"A limit order is an instruction to buy or sell a stock only at a specific price or better. Unlike a market order, execution is not guaranteed.",limit order
Financial Markets,what is a market order?,A market order is to buy or sell a stock immediately at the best available price in the market. Execution is guaranteed but the exact price isn't.,market order
Financial Markets,what is the settlement cycle in india?,NSE and BSE follow T+1 settlement — shares bought today are credited to your demat account by the next trading day.,settlement cycle india
Financial Markets,what is stt?,"Securities Transaction Tax is a tax levied on buying or selling of shares, mutual fund units, and derivatives on Indian stock exchanges. It's collected at source.",stt
Financial Markets,what is ltcg tax on equity?,Long-term capital gains above ₹1 lakh from equity shares held over 1 year are taxed at 10% without indexation.,ltcg tax equity
Financial Markets,what is stcg tax on equity?,Short-term capital gains from equity shares sold within 1 year are taxed at 15% (now 20% from FY2025).,stcg tax equity
Financial Markets,what is indexation benefit?,"Indexation adjusts your purchase price for inflation, reducing taxable capital gains on debt mutual funds and property held for long term.",indexation benefit
Financial Markets,what is a stock broker?,A stockbroker is a SEBI-registered intermediary who executes buy and sell orders on the stock exchange on your behalf. They earn a brokerage commission per trade.,stock broker
Financial Markets,what is a discount broker?,"A discount broker offers low-cost trading without investment advisory services. Examples: Zerodha, Upstox, Groww. They charge flat fees per trade.",discount broker
Financial Markets,what is a full-service broker?,"A full-service broker provides research, advisory, portfolio management, and trading. Higher commissions than discount brokers. Examples: ICICI Direct, Motilal Oswal.",fullservice broker
Financial Markets,what is a trading terminal?,"A trading terminal is software provided by a broker through which traders place orders, monitor prices, and analyse charts in real time.",trading terminal
Financial Markets,what is an algo trading?,"Algorithmic (algo) trading uses computer programs to execute trades automatically based on pre-defined rules — price, time, volume — at high speed and frequency.",algo trading
Financial Markets,what is an etf expense ratio?,"The expense ratio is the annual fee charged by an ETF or mutual fund to cover management and operational costs, expressed as a percentage of assets under management.",etf expense ratio
Financial Markets,what is an index etf?,"An index ETF tracks a benchmark index like Nifty 50 or Sensex, replicating its composition. Very low cost and passive strategy.",index etf
Financial Markets,what is a sector rotation strategy?,"Sector rotation is shifting investments from one sector to another based on the economic cycle — for example, moving from defensive sectors (FMCG) to cyclical ones (metals) during recovery.",sector rotation strategy
Financial Markets,what is market timing?,Market timing is trying to buy at the market bottom and sell at the top. It's extremely difficult to do consistently — most experts recommend staying invested instead.,market timing
Financial Markets,what is a financial benchmark?,A financial benchmark is a standard index or rate used to measure performance — like Nifty 50 for equity funds or G-Sec yield for debt funds.,financial benchmark
Financial Markets,what is the yield curve?,The yield curve plots interest rates of bonds of the same quality but different maturities. A normal upward-sloping curve means the economy is healthy; an inverted curve can signal recession.,yield curve
Financial Markets,what is quantitative easing?,Quantitative easing (QE) is when a central bank buys government securities or other financial assets to inject money into the economy and stimulate growth.,quantitative easing
Financial Markets,what is the exchange traded market vs otc market?,"An exchange-traded market (like NSE) is regulated with standardized contracts. OTC (Over-the-Counter) markets involve direct, customised deals between two parties without an exchange.",exchange traded market vs otc market
Banking Terminology,what is a bank's annual report?,"An annual report is a yearly document published by a bank showing its financial performance, profit and loss, NPA levels, capital strength, and future plans.",banks annual report
Banking Terminology,what is gross npa ratio?,Gross NPA ratio is the total NPAs as a percentage of a bank's total loans. A lower ratio means better loan quality and health of the bank.,gross npa ratio
Banking Terminology,what is net npa?,Net NPA is gross NPA minus the provisions already set aside for those bad loans. It shows the actual uncovered risk the bank faces.,net npa
Banking Terminology,what is provisioning coverage ratio?,PCR is the percentage of bad loans a bank has already set aside provisions for. A higher PCR (like 70%+) shows the bank is well-protected against future losses.,provisioning coverage ratio
Banking Terminology,what is a bank's net worth?,A bank's net worth is its total assets minus total liabilities — essentially the shareholders' equity. It's a measure of financial strength.,banks net worth
Banking Terminology,what is tier 1 capital?,"Tier 1 capital is a bank's core equity capital — paid-up capital, reserves, and retained earnings — that absorbs losses without closing the bank.",tier 1 capital
Banking Terminology,what is tier 2 capital?,"Tier 2 capital is supplementary capital like subordinated debt and loan loss provisions, providing additional buffer but less reliable than Tier 1.",tier 2 capital
Banking Terminology,what is a bank's leverage ratio?,The leverage ratio measures a bank's capital against its total exposure. RBI requires banks to maintain a minimum leverage ratio to prevent over-borrowing.,banks leverage ratio
Banking Terminology,what is a performing asset?,"A performing asset is a loan where the borrower is making regular interest and principal payments on time, as agreed in the loan contract.",performing asset
Banking Terminology,what is interest income for a bank?,Interest income is the money a bank earns from the interest it charges on loans and advances. It's the primary source of revenue for most banks.,interest income bank
Banking Terminology,what is non-interest income for a bank?,"Non-interest income includes fees and commissions from services like account maintenance, fund transfers, insurance, and wealth management.",noninterest income bank
Banking Terminology,what is casa ratio?,CASA ratio is the proportion of Current Account and Savings Account deposits to total deposits. A higher CASA (above 40%) means cheaper funds for the bank.,casa ratio
Banking Terminology,what is a bank's spread?,Spread is the difference between the interest rate a bank charges on loans and the rate it pays on deposits. A wider spread means more profit.,banks spread
Banking Terminology,what is a banking ombudsman?,RBI's Integrated Ombudsman resolves complaints against banks and NBFCs. You can file for free online at cms.rbi.org.in if your bank doesn't resolve the issue in 30 days.,banking ombudsman
Banking Terminology,what is a credit appraisal?,"Credit appraisal is the process of evaluating a loan applicant's ability and willingness to repay — checking income, credit history, employment, and the purpose of the loan.",credit appraisal
Banking Terminology,what is a guarantor vs co-applicant?,A co-applicant shares ownership and repayment of the loan equally. A guarantor only pays if the borrower defaults and doesn't get the loan benefit.,guarantor vs coapplicant
Banking Terminology,what is a bullet repayment loan?,A bullet loan requires you to pay only interest during the loan period and repay the entire principal in one lump sum at the end of the tenure.,bullet repayment loan
Banking Terminology,what is an evergreening of loans?,"Evergreening is an illegal practice where banks extend new loans to borrowers just to repay old ones, hiding NPAs. RBI strictly monitors and penalises this.",evergreening loans
Banking Terminology,what is the interbank rate?,"The interbank rate is the interest rate at which banks lend to each other for short-term needs. In India, MIBOR (Mumbai Interbank Offered Rate) is the key benchmark.",interbank rate
Banking Terminology,what is mibor?,Mumbai Interbank Offered Rate (MIBOR) is the rate at which Indian banks lend overnight to each other. It reflects short-term market liquidity and closely tracks RBI's repo rate.,mibor
Banking Terminology,what is a structured product in banking?,"A structured product combines a traditional instrument (bond or FD) with a derivative to offer customised risk-return profiles, usually for HNIs and institutions.",structured product banking
Banking Terminology,what is a bank's credit rating?,"A bank's credit rating (AA+, AA, A) is issued by agencies like CRISIL or ICRA based on capital strength, asset quality, management, and earnings stability.",banks credit rating
Banking Terminology,what is window dressing in banking?,Window dressing is when banks temporarily improve their balance sheet numbers at quarter-end by calling in loans or shifting funds to look financially healthier than they are.,window dressing banking
Banking Terminology,what is the difference between bank and nbfc?,"A bank holds a banking licence, accepts public deposits, provides all banking services, and is regulated by RBI. An NBFC doesn't have a banking licence, can't accept demand deposits, but can give loans.",difference bank nbfc
Banking Terminology,what is a credit card balance transfer?,"Balance transfer moves your outstanding credit card debt to a new card offering lower or zero interest for a promotional period, reducing your interest burden.",credit card balance transfer
Banking Terminology,what is micro atm?,A micro ATM is a handheld device used by banking correspondents in rural areas to allow customers to withdraw cash or check balance using Aadhaar biometrics or card.,micro atm
Banking Terminology,what is digital onboarding?,Digital onboarding is the process of becoming a customer of a bank or financial service entirely through online channels — without physical documents or branch visits.,digital onboarding
Banking Terminology,what is a soft loan?,"A soft loan is offered at below-market interest rates, often by governments or development banks to support sectors like agriculture, exports, or social housing.",soft loan
Banking Terminology,what is the basel accord?,"The Basel Accords (I, II, III) are international banking regulations developed by the Basel Committee on Banking Supervision to ensure banks hold enough capital to absorb losses.",basel accord
Banking Terminology,what is a debt-to-income ratio?,Debt-to-Income (DTI) ratio compares your total monthly debt payments to gross monthly income. Banks prefer it below 40–50% when evaluating loan eligibility.,debttoincome ratio
Banking Terminology,what is a fixed-rate home loan?,"A fixed-rate home loan has the same interest rate throughout the tenure, making EMIs predictable. Useful when rates are expected to rise.",fixedrate home loan
Banking Terminology,what is a floating-rate home loan?,A floating-rate home loan's interest rate changes with market benchmarks like the repo rate. EMIs can go up or down when rates change.,floatingrate home loan
Banking Terminology,what is a bank's cost of funds?,Cost of funds is the average interest rate a bank pays to acquire its funds — from deposits and borrowings. Keeping it low improves profitability.,banks cost funds
Banking Terminology,what is a delinquency rate?,The delinquency rate is the percentage of loans where borrowers have missed at least one payment. A rising rate signals worsening loan quality.,delinquency rate
Banking Terminology,what is a wilful defaulter?,"A wilful defaulter is a borrower who can repay but deliberately chooses not to. Banks cannot give new loans to wilful defaulters, and their names are published by RBI.",wilful defaulter
Banking Terminology,what is a stress test in banking?,A stress test simulates extreme economic scenarios to check if a bank has enough capital to stay solvent during a crisis — like a sharp rise in NPAs or liquidity crunch.,stress test banking
Banking Terminology,what is a contingent liability?,A contingent liability is a potential obligation that may arise depending on an uncertain future event — like a lawsuit or a bank guarantee that may be invoked.,contingent liability
Banking Terminology,what is a bank's efficiency ratio?,Efficiency ratio measures operating expenses as a percentage of revenue. A lower ratio (below 50%) means the bank manages costs well relative to income generated.,banks efficiency ratio
Banking Terminology,what is a subordinated debt?,Subordinated debt is a loan or bond that ranks below senior debt in priority during liquidation. Banks issue it to boost Tier 2 capital at lower cost than equity.,subordinated debt
Banking Terminology,what is securitisation in banking?,"Securitisation is when a bank bundles similar loans (home loans, auto loans) into securities and sells them to investors, getting upfront cash while transferring credit risk.",securitisation banking
Banking Terminology,what is priority sector lending target?,"RBI mandates banks to lend at least 40% of their net bank credit to priority sectors: agriculture (18%), MSME, housing, education, and weaker sections.",priority sector lending target
Banking Terminology,what is a green loan?,"A green loan is specifically used to fund environmentally sustainable projects — renewable energy, energy efficiency, green buildings, and clean transport.",green loan
Banking Terminology,what is esg in banking?,"ESG stands for Environmental, Social, and Governance. Banks increasingly incorporate ESG criteria into lending decisions and investment policies.",esg banking
Banking Terminology,what is financial literacy?,"Financial literacy is the knowledge and skills to make informed financial decisions — budgeting, saving, investing, understanding loans, and protecting against fraud.",financial literacy
Banking Terminology,what is a banking ombudsman complaint?,"If your bank doesn't resolve your complaint within 30 days, you can file a free complaint with the RBI Integrated Banking Ombudsman at cms.rbi.org.in.",banking ombudsman complaint
Banking Terminology,what is a moratorium in loan?,"A moratorium is a temporary pause on EMI payments, granted by the bank or RBI during emergencies. Interest continues to accrue on the outstanding amount.",moratorium loan
Banking Terminology,what is a bank's alco?,"ALCO (Asset Liability Committee) is a risk management committee of senior bankers that monitors and manages the bank's balance sheet, interest rate risk, and liquidity.",banks alco
Banking Terminology,what is a bank's treasury?,"The treasury department manages a bank's own investments, liquidity, forex exposure, and compliance with CRR and SLR requirements.",banks treasury
Banking Terminology,what is a correspondent account?,"A correspondent account is held by one bank at another bank to facilitate payment processing and clearing between them, especially for cross-border transactions.",correspondent account
Banking Terminology,what is core capital in banking?,Core capital is the highest quality capital — equity and retained earnings — that a bank uses to absorb losses. It's the foundation of a bank's financial safety.,core capital banking
Banking Terminology,what is a bank consortium?,"A bank consortium is a group of banks jointly funding a large loan to a single borrower, sharing the risk. The lead bank coordinates the consortium.",bank consortium
Banking Terminology,what is a lender's liability?,"Lender's liability refers to legal obligations banks have towards borrowers — to act in good faith, disclose terms fairly, and not arbitrarily change loan conditions.",lenders liability
Banking Terminology,what is sub-debt issuance?,Sub-debt (subordinated debt) is issued by banks as bonds that pay higher interest but are repaid last in case of winding up. Used to boost Tier 2 regulatory capital.,subdebt issuance
Banking Terminology,what is a bank's dividend payout?,A bank's dividend payout is the portion of profits distributed to shareholders as dividends. RBI has guidelines on minimum capital adequacy before a bank can pay dividends.,banks dividend payout
Banking Terminology,what is a bond yield?,"Bond yield is the return on investment on a bond. When bond prices fall, yields rise. RBI's repo rate changes directly influence government bond yields.",bond yield
Banking Terminology,what is a yield inversion?,Yield inversion occurs when short-term bond yields exceed long-term yields. It often signals that investors expect economic slowdown or recession ahead.,yield inversion
Banking Terminology,what is a floating rate bond?,A floating rate bond's interest adjusts periodically with a market benchmark. It protects investors when interest rates are rising.,floating rate bond
Banking Terminology,what is an at1 bond?,"Additional Tier 1 (AT1) bonds are high-risk, high-yield bonds issued by banks to raise regulatory capital. In a crisis, they can be written down (value reduced to zero) to save the bank.",at1 bond
Banking Terminology,what is a bank's return on equity?,Return on Equity (ROE) measures how much profit a bank earns per rupee of shareholders' equity. Higher ROE is better for investors.,banks return equity
Banking Terminology,what is a financial conglomerate?,"A financial conglomerate is a group offering banking, insurance, and investment services under one umbrella — like SBI Group or HDFC Group.",financial conglomerate
Banking Terminology,what is resolution of a failed bank?,"When a bank fails, RBI and the government arrange a resolution — through merger, sale, or bailout — to protect depositors and maintain financial stability.",resolution failed bank
Banking Terminology,what is the financial stability report?,"RBI publishes the Financial Stability Report twice a year, assessing risks to India's banking sector, economy, and financial system.",financial stability report
Banking Terminology,what is an asset reconstruction company?,"An ARC buys bad loans (NPAs) from banks at a discount and then works to recover the money from the defaulting borrowers, cleaning up the bank's books.",asset reconstruction company
Banking Terminology,what is the rbi's prompt corrective action?,"PCA framework restricts weak banks from paying dividends, opening branches, or growing their loan books until they meet capital, NPA, and profitability benchmarks.",rbis prompt corrective action
Banking Terminology,what is bank nationalisation?,Bank nationalisation is when the government takes ownership of private banks. India nationalised 14 major banks in 1969 and 6 more in 1980 to expand banking access.,bank nationalisation
Banking Terminology,what is a banking sector reform?,"Banking sector reforms include liberalisation (new bank licences), privatisation discussions, NPA resolution, digital push, financial inclusion, and technology upgrades.",banking sector reform
Banking Terminology,what is the significance of the 1991 reforms in indian banking?,"The 1991 liberalisation allowed private banks to enter the sector, introduced CRAR norms, deregulated interest rates, and modernised the Indian banking system.",significance 1991 reforms indian banking
Banking Terminology,what is a virtual banking licence?,Some jurisdictions issue virtual banking licences to operate entirely digitally without physical branches. RBI is considering norms for digital-only banks in India.,virtual banking licence
Banking Terminology,what is a bank's net interest income (nii)?,NII is the difference between interest income from loans and interest paid on deposits. It's the most important revenue line for a bank.,banks net interest income nii
Banking Terminology,what is an accretion model in banking?,"Accretion is the gradual increase in value of a security bought at a discount over its life to reach face value at maturity, booked as income.",accretion model banking
Banking Terminology,what is the ibc resolution process for banks?,"Under the Insolvency and Bankruptcy Code, banks refer large defaulters to NCLT for resolution within 180–270 days. If not resolved, the company goes into liquidation.",ibc resolution process banks
Banking Terminology,what is a consortium lending?,"Consortium lending is when multiple banks jointly fund a large project loan, sharing risk proportionally, with one bank acting as the lead arranger.",consortium lending
Basic Accounts,what is a bank's minimum deposit to open fd?,"Most banks allow FDs from ₹1,000. Some banks start at ₹5,000. There's no upper limit on FD amount.",banks minimum deposit open fd
Basic Accounts,what is auto-debit in banking?,"Auto-debit is a standing instruction where the bank automatically deducts a fixed amount from your account on a set date — for EMIs, insurance, or utility bills.",autodebit banking
Basic Accounts,what is account transfer from one branch to another?,You can transfer your account to a different branch of the same bank by submitting a request form. Your account number usually stays the same.,account transfer one branch another
Basic Accounts,can i have two savings accounts in the same bank?,"Generally, banks allow only one savings account per person. However, joint accounts, salary accounts, and special accounts like NRE are exceptions.",two savings accounts bank
Basic Accounts,what is a salary account conversion?,"When you change jobs, your old salary account can be converted to a regular savings account. You may then need to maintain a minimum balance.",salary account conversion
Basic Accounts,what is a bank's role in money creation?,"Banks create money through the lending process — every rupee deposited allows banks to lend multiple times that amount, expanding the money supply.",banks role money creation
Basic Accounts,what is the penalty for not maintaining minimum balance?,"Banks charge ₹50 to ₹600 per month if your average balance falls below the required minimum, depending on the bank and type of account.",penalty maintaining minimum balance
Digital Banking,what is session timeout in net banking?,Net banking automatically logs you out after 5–15 minutes of inactivity to prevent unauthorised access if you forget to log out.,session timeout net banking
Digital Banking,what is a payment link?,A payment link is a shareable URL or QR generated by merchants or individuals that directs the payer to a pre-filled payment page on UPI or card platforms.,payment link
Digital Banking,what is digipay?,DigiPay is NPCI's device-based payment application for banking correspondents that enables Aadhaar-based banking services in areas without internet connectivity.,digipay
Digital Banking,what is a virtual payment address?,A VPA (like yourname@bankname) is your UPI identity for receiving money without sharing account number or IFSC. You can have multiple VPAs.,virtual payment address
Digital Banking,what is upi transaction pending?,A UPI transaction shows as pending when the transfer has been initiated but not yet confirmed by the receiver's bank. It usually resolves in a few minutes.,upi transaction pending
Digital Banking,what is a failed upi transaction refund time?,"If a UPI transaction fails, the money is auto-refunded within 2–3 business days. If not, raise a complaint through the UPI app or your bank.",failed upi transaction refund time
Digital Banking,what is imps vs upi?,Both are instant 24x7 transfers. UPI uses a VPA/QR and works on mobile apps. IMPS requires account number and IFSC. UPI is more widely used today.,imps vs upi
Digital Banking,what is a linked bank account in upi?,"When you register on a UPI app, you link your bank account to it. Multiple accounts from different banks can be linked to one UPI app.",linked bank account upi
Digital Banking,what is a collect request in upi?,"In UPI, a collect request is sent by a merchant or individual asking you to approve a payment. You receive a notification and must confirm to complete the transfer.",collect request upi
Loans & Interest,what is a cibil dispute?,If your CIBIL report has an error — like a loan you never took — you can raise a dispute on the CIBIL website. CIBIL verifies with the bank and corrects it.,cibil dispute
Loans & Interest,what is a loan against property interest rate?,Loan against property (LAP) interest rates are typically 8–12% p.a. — lower than personal loans because the property provides security to the bank.,loan property interest rate
Loans & Interest,what is a home loan pre-payment?,Pre-payment is paying a lump sum amount towards your home loan principal before the EMI date. It reduces the outstanding balance and saves on total interest.,home loan prepayment
Loans & Interest,what is an emi moratorium?,"During financial stress (like COVID-19), RBI may allow banks to offer an EMI moratorium — a temporary pause on repayments for 3–6 months.",emi moratorium
Loans & Interest,what is the difference between interest rate and apr?,"Interest rate is the base cost of borrowing. APR (Annual Percentage Rate) includes all fees and charges, giving the true total cost of the loan.",difference interest rate apr
Loans & Interest,what is a co-borrower vs co-applicant?,"Co-borrower and co-applicant usually mean the same thing. They jointly apply, share ownership of the loan, and are equally responsible for repayment.",coborrower vs coapplicant
Loans & Interest,what is loan amortisation?,"Amortisation is the process of gradually paying off a loan in regular instalments. In early EMIs, a larger portion covers interest; later, more goes to principal.",loan amortisation
Loans & Interest,what is a loan write-off?,A loan write-off means the bank removes a bad loan from its books as a loss but can still legally pursue recovery from the borrower.,loan writeoff
Loans & Interest,what is a farm loan waiver?,"A farm loan waiver is when the state or central government cancels outstanding agricultural loans for farmers, usually for small and marginal farmers facing distress.",farm loan waiver
Loans & Interest,what is priority sector classification for loans?,"Priority sector loans include credit to agriculture, MSMEs, education, housing for low-income groups, and social infrastructure. Banks must allocate 40% of advances here.",priority sector classification loans
Operations & Security,what is an anti-phishing tip?,"Banks will never ask for your OTP, password, or CVV by phone, SMS, or email. Always verify before sharing any information, even if the caller claims to be from your bank.",antiphishing tip
Operations & Security,what is a cyber fraud recovery?,"If you're a victim of cyber fraud, report immediately to your bank and the national cybercrime portal (cybercrime.gov.in). Act within 24 hours to improve chances of recovery.",cyber fraud recovery
Operations & Security,what is a bank's complaint resolution timeline?,"As per RBI guidelines, banks must acknowledge complaints within 3 days and resolve them within 30 days. Delays entitle you to compensation.",banks complaint resolution timeline
Operations & Security,what is the role of fiu-ind?,"Financial Intelligence Unit India (FIU-IND) collects, analyses, and shares financial intelligence reports (STRs and CTRs) from banks to detect money laundering and terror financing.",role fiuind
Operations & Security,what is a bank inspection by rbi?,"RBI inspects banks annually under the Financial Inspection process to check asset quality, capital adequacy, governance, compliance, and management quality.",bank inspection rbi
Operations & Security,what is a bank's grievance redressal mechanism?,"Banks have multi-level grievance redressal: branch manager, regional office, nodal officer, and finally RBI Ombudsman. Each level has a set resolution timeline.",banks grievance redressal mechanism
Operations & Security,what is account takeover fraud?,"Account takeover is when a fraudster gains full control of your bank account by stealing credentials through phishing, vishing, or SIM swap.",account takeover fraud
Operations & Security,what is a debit card cloning?,Card cloning copies your debit card's magnetic stripe data using a skimming device. The cloned card is then used for unauthorized withdrawals.,debit card cloning
General Finance,what is a cash flow statement?,"A cash flow statement shows how cash moves in and out of a business — from operations, investments, and financing. It's one of the three main financial statements.",cash flow statement
General Finance,what is a profit and loss statement?,"A P&L statement shows a company's revenue, expenses, and net profit or loss over a period. Also called an income statement.",profit loss statement
General Finance,what is working capital?,Working capital is current assets minus current liabilities. Positive working capital means the business can meet short-term obligations without borrowing.,working capital
General Finance,what is free cash flow?,"Free cash flow is the cash left after a company meets its operating costs and capital expenditure. It can be used for debt repayment, dividends, or growth.",free cash flow
General Finance,what is leverage in finance?,Leverage is using borrowed money to amplify investment returns. It increases both potential gains and potential losses.,leverage finance
General Finance,what is a financial statement analysis?,"Financial statement analysis examines a company's balance sheet, income statement, and cash flows using ratios and trends to assess its health and performance.",financial statement analysis
